laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
132,Hp,Probook 470,Notebook,17.3,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,2.5Kg,928.0
133,Dell,Inspiron 5567,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Amd Radeon R7 M445,Windows 10,2.36Kg,638.99
134,Dell,Inspiron 3567,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M430,Windows 10,2.2Kg,449.0
135,Acer,Swift 3,Ultrabook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.6Kg,884.0
136,Acer,Aspire A515-51G-37Js,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 7130U 2.7Ghz,4Gb,256Gb Ssd,Nvidia Geforce Mx130,Windows 10,2.2Kg,572.0
137,Hp,15-Bs078Nr (I7-7500U/8Gb/1Tb/W10),Notebook,15.6,1366X768,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.05Kg,598.0
138,Hp,Probook 440,Notebook,14.0,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.63Kg,988.0
139,Lenovo,V110-15Iap (N3350/4Gb/1Tb/No,Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 500,No Os,1.9Kg,252.36
140,Asus,Fx753Vd-Gc086T (I5-7300Hq/8Gb/1Tb,Gaming,17.3,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,3Kg,938.0
141,Lenovo,Ideapad 320-15Ikbn,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,1Tb Hdd,Nvidia Geforce 920Mx,No Os,2.2Kg,499.0
142,Hp,Envy 13-Ad007Nv,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.32Kg,699.0
143,Acer,Aspire 5,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I3 7130U 2.7Ghz,4Gb,1Tb Hdd,Nvidia Geforce Mx130,Windows 10,3Kg,655.0
144,Lenovo,Thinkpad E480,Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Amd Radeon Rx 550,Windows 10,1.75Kg,1116.02
145,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050M,No Os,2.4Kg,869.0
146,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.1Kg,602.0
147,Hp,255 G6,Notebook,15.6,1366X768,Amd A6-Series 9220 2.5Ghz,4Gb,256Gb Ssd,Amd Radeon R4 Graphics,Windows 10,1.86Kg,369.0
148,Asus,Zenbook Ux430Ua,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.25Kg,1099.0
149,Hp,Elitebook Folio,Ultrabook,12.5,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core M 6Y75 1.2Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 515,Windows 10,0.97Kg,2014.0
150,Asus,X541Na (N3350/4Gb/1Tb/Fhd/W10),Notebook,15.6,Full Hd 1920X1080,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 500,Windows 10,2Kg,344.0
151,Msi,Ge72Mvr 7Rg,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1070,Windows 10,2.9Kg,2029.0
152,Acer,Aspire A315-51,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,Windows 10,2.1Kg,447.0
153,Dell,Inspiron 5577,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.56Kg,1249.26
154,Dell,Inspiron 7567,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1.0Tb Hybrid,Nvidia Geforce Gtx 1050,Windows 10,2.62Kg,899.0
155,Lenovo,V110-15Ikb (I5-7200U/4Gb/128Gb/W10),Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,1.9Kg,498.0
156,Msi,Ge73Vr 7Re,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.8Kg,1890.0
157,Hp,Elitebook 840,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I5 7500U 2.7Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.48Kg,1082.0
158,Hp,15-Bs103Nv (I5-8250U/6Gb/256Gb/Radeon,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,6Gb,256Gb Ssd,Amd Radeon 520,Windows 10,1.91Kg,619.0
159,Lenovo,Yoga 520-14Ikb,2 In 1 Convertible,14.0,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I3 7100U 2.4Ghz,4Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.74Kg,629.0
160,Asus,Zenbook Flip,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.1Kg,1315.0
161,Dell,Inspiron 5579,2 In 1 Convertible,15.6,Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.56Kg,1049.0
163,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I3 6006U 2.2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,Windows 10,2.1Kg,447.0
164,Asus,X555Bp-Xx180T (A9-9420/4Gb/1Tb/Radeon,Notebook,15.6,1366X768,Amd A9-Series 9420 3Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M420,Windows 10,2.03Kg,403.0
165,Acer,Aspire A517-51G,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,256Gb Ssd,Nvidia Geforce Mx150,Windows 10,3Kg,805.0
166,Dell,Inspiron 3576,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Amd Radeon 520,Windows 10,2.13Kg,728.0
167,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd,Nvidia Geforce Gtx 1050 Ti,Windows 10,2.5Kg,1079.0
168,Acer,Aspire A315-31,Notebook,15.6,1366X768,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 500,Windows 10,2.1Kg,348.0
169,Msi,Ge63Vr 7Re,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.4Kg,1799.0
170,Acer,Aspire 3,Notebook,15.6,1366X768,Intel Pentium Quad Core N4200 1.1Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 505,Windows 10,2.1Kg,363.51
171,Dell,Inspiron 5577,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.56Kg,1060.49
172,Acer,Aspire A517-51G,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Nvidia Geforce Mx150,Windows 10,3Kg,854.0
173,Hp,Probook 430,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,500Gb Hdd,Intel Uhd Graphics 620,Windows 10,1.49Kg,754.0
174,Huawei,Matebook X,Ultrabook,13.0,Ips Panel Full Hd 2160X1440,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,1349.0
175,Hp,17-Bs001Nv (I5-7200U/6Gb/2Tb/Radeon,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,6Gb,2Tb Hdd,Amd Radeon 520,Windows 10,2.71Kg,699.0
176,Lenovo,Ideapad 320-15Ast,Notebook,15.6,1366X768,Amd A6-Series 9220 2.9Ghz,4Gb,500Gb Hdd,Amd Radeon R4 Graphics,No Os,2.2Kg,309.0
177,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 620,Windows 10,2Kg,489.0
178,Hp,Probook 470,Notebook,17.3,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,2.5Kg,923.0
179,Dell,Inspiron 3567,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.3Kg,459.0
180,Acer,Aspire A315-51,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.1Kg,449.0
181,Msi,Gt80S 6Qf-074Us,Gaming,18.4,Full Hd 1920X1080,Intel Core I7 6920Hq 2.9Ghz,32Gb,512Gb Ssd +  1Tb Hdd,Nvidia Gtx 980 Sli,Windows 10,4.4Kg,2799.0
182,Lenovo,V310-15Ikb (I5-7200U/8Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Amd R17M-M1-70,Windows 10,1.90Kg,813.0
183,Hp,Spectre X360,2 In 1 Convertible,13.3,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.29Kg,1499.0
184,Dell,Inspiron 5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,256Gb Ssd +  2Tb Hdd,Amd Radeon 530,Linux,2.02Kg,1049.0
185,Dell,Xps 13,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.23Kg,1399.0
186,Lenovo,Yoga 920-13Ikb,2 In 1 Convertible,13.9,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 8550U 1.8Ghz,16Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.4Kg,1849.0
187,Toshiba,Satellite Pro,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 620,Windows 10,2.0Kg,793.0
188,Xiaomi,Mi Notebook,Notebook,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Nvidia Geforce Mx150,No Os,1.95Kg,1199.0
189,Dell,Inspiron 7773,Notebook,17.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce 150Mx,Windows 10,2.77Kg,1549.0
190,Dell,Xps 15,Notebook,15.6,4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.06Kg,2397.0
191,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,No Os,2.4Kg,779.0
192,Acer,Swift 7,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7Y54 1.2Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 615,Windows 10,1.12Kg,989.0
193,Dell,Inspiron 5770,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon 530,Windows 10,2.8Kg,1085.0
194,Lenovo,Thinkpad Yoga,2 In 1 Convertible,14.0,Touchscreen 2560X1440,Intel Core I7 7500U 2.7Ghz,16Gb,1Tb Ssd,Intel Hd Graphics 620,Windows 10,1.42Kg,2824.0
195,Vero,K147 (N3350/4Gb/32Gb/Fhd/W10),Notebook,14.0,Ips Panel Full Hd 1920X1080,Intel Celeron Dual Core N3350 1.1Ghz,4Gb,32Gb Flash Storage,Intel Hd Graphics 500,Windows 10,1.3Kg,260.0
196,Xiaomi,Mi Notebook,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Mx150,No Os,1.3Kg,999.9
197,Lenovo,Ideapad 320-17Ikbr,Notebook,17.3,1600X900,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Nvidia Geforce Mx150,No Os,2.8Kg,698.0
198,Dell,Inspiron 5379,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,1Tb Hdd,Intel Uhd Graphics 620,Windows 10,1.62Kg,839.0
199,Hp,Probook 470,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,1Tb Hdd,Nvidia Geforce 930Mx,Windows 10,2.5Kg,914.0
200,Razer,Blade Pro,Gaming,17.3,4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 7820Hk 2.9Ghz,32Gb,1Tb Ssd,Nvidia Geforce Gtx 1080,Windows 10,3.49Kg,6099.0
201,Hp,Probook 430,Notebook,13.3,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.49Kg,959.0
202,Hp,Omen 17-W295,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,3.35Kg,1379.0
203,Hp,Probook 470,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,2.5Kg,1045.0
204,Dell,Inspiron 7577,Gaming,15.6,Ips Panel 4K Ultra Hd 3840X2160,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,2.65Kg,1845.0
205,Lenovo,V110-15Isk (I5-6200U/4Gb/128Gb/W10),Notebook,15.6,1366X768,Intel Core I5 6200U 2.3Ghz,4Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.1Kg,493.0
206,Acer,Aspire E5-576G,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Nvidia Geforce 940Mx,Windows 10,2.23Kg,742.0
207,Lenovo,Legion Y720-15Ikb,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,3.2Kg,1749.0
208,Dell,Precision 7520,Workstation,15.6,4K Ultra Hd 3840X2160,Intel Xeon E3-1505M V6 3Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Quadro M1200,Windows 10,2.8Kg,3055.0
209,Lenovo,Legion Y520-15Ikbn,Gaming,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,512Gb Ssd,Nvidia Geforce Gtx 1060,No Os,2.4Kg,1398.0
210,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366X768,Intel Core I3 7100U 2.4Ghz,6Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.3Kg,439.0
211,Dell,Xps 13,Ultrabook,13.3,Ips Panel 4K Ultra Hd / Touchscreen 3840X2160,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.21Kg,1949.0
212,Dell,Xps 13,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.2Kg,1449.0
213,Lenovo,Ideapad 320-15Ikbn,Notebook,15.6,1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,2.2Kg,597.0
215,Acer,Aspire 7,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 1050,Linux,2.4Kg,779.0
216,Asus,Rog Gl703Vd-Gc028T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1050,Windows 10,2.9Kg,1407.0
217,Hp,15-Bs018Nq (I3-6006U/4Gb/500Gb/Fhd/No,Notebook,15.6,Full Hd 1920X1080,Intel Core I3 6006U 2Ghz,4Gb,500Gb Hdd,Intel Hd Graphics 520,No Os,2.1Kg,349.0
218,Lenovo,Ideapad 320-15Ikbn,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,No Os,2.2Kg,549.0
219,Huawei,Matebook X,Ultrabook,13.0,Ips Panel Full Hd 2160X1440,Intel Core I7 7500U 2.7Ghz,8Gb,512Gb Ssd,Intel Hd Graphics 620,Windows 10,1.05Kg,1499.0
220,Dell,Inspiron 5370,Ultrabook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Amd Radeon 530,Windows 10,1.4Kg,931.88
221,Lenovo,Ideapad 320-17Ikb,Notebook,17.3,1600X900,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Nvidia Geforce Gtx 940Mx,No Os,2.8Kg,589.0
222,Hp,Probook 440,Notebook,14.0,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,256Gb Ssd,Nvidia Geforce 930Mx,Windows 10,1.63Kg,1031.0
223,Dell,Latitude 5490,Ultrabook,14.0,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.6Kg,1149.0
224,Dell,Inspiron 5379,2 In 1 Convertible,13.3,Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,16Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.62Kg,1279.0
225,Dell,Inspiron 3576,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Amd Radeon 520,Linux,2.2Kg,677.35
226,Lenovo,Yoga 520-14Ikb,2 In 1 Convertible,14.0,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,256Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.74Kg,899.0
227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full Hd 1920X1080,Intel Core I7 6500U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.2Kg,1363.0
228,Hp,Probook 450,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,8Gb,1Tb Hdd,Intel Uhd Graphics 620,Windows 10,2.1Kg,794.0
229,Dell,Alienware 17,Gaming,17.3,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,4.42Kg,2456.34
230,Acer,Aspire E5-576G,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Nvidia Geforce 940Mx,Windows 10,2.2Kg,832.0
231,Dell,Inspiron 5567,Notebook,15.6,Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,1Tb Hdd,Amd Radeon R7 M445,Windows 10,2.3Kg,859.01
232,Asus,Vivobook X541Uv-Dm1217T,Notebook,15.6,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce 920Mx,Windows 10,2Kg,769.0
233,Asus,K756Ux-T4340T (I5-7200U/8Gb/500Gb,Notebook,17.3,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd +  500Gb Hdd,Nvidia Geforce Gtx 950M,Windows 10,2.69Kg,891.0
234,Hp,Zbook 15U,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,1Tb Hdd,Amd Firepro W4190M,Windows 10,1.9Kg,1269.0
235,Asus,Pro P2540Ua-Xo0198T,Notebook,15.6,1366X768,Intel Core I3 7100U 2.4Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.37Kg,398.99
236,Hp,15-Rb013Nv (E2-9000E/4Gb/500Gb/W10),Notebook,15.6,1366X768,Amd E-Series 9000E 1.5Ghz,4Gb,500Gb Hdd,Amd Radeon R2,Windows 10,2.1Kg,330.0
237,Lenovo,Legion Y720-15Ikb,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1060,Windows 10,3.2Kg,1499.0
238,Dell,Vostro 5468,Notebook,14.0,Full Hd 1920X1080,Intel Core I5 7200U 2.5Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.6Kg,859.0
239,Acer,Aspire R7,2 In 1 Convertible,13.3,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I5 6200U 2.3Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 520,Windows 10,1.6Kg,689.0
240,Dell,Inspiron 5567,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,16Gb,256Gb Ssd,Amd Radeon R7 M445,Linux,2.36Kg,899.0
241,Acer,Aspire A315-51,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,4Gb,1Tb Hdd,Intel Hd Graphics 520,Linux,2.1Kg,390.0
242,Asus,X555Qg-Dm242T (A10-9620P/4Gb/1Tb,Notebook,15.6,Full Hd 1920X1080,Amd A10-Series A10-9620P 2.5Ghz,4Gb,128Gb Ssd +  1Tb Hdd,Amd Radeon R5 M430,Windows 10,2.2Kg,575.0
243,Asus,Rog G703Vi-E5062T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7820Hk 2.9Ghz,32Gb,512Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 1080,Windows 10,4.7Kg,3890.0
244,Acer,Nitro An515-51,Gaming,15.6,Ips Panel Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.5Kg,846.0
245,Lenovo,Ideapad 320-15Isk,Notebook,15.6,1366X768,Intel Core I3 6006U 2Ghz,8Gb,128Gb Ssd,Intel Hd Graphics 520,Windows 10,2.2Kg,589.0
246,Asus,Vivobook Pro,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce 150Mx,Windows 10,2.1Kg,1145.0
247,Asus,F756Ux-T4201D (I7-7500U/8Gb/128Gb,Notebook,17.3,Full Hd 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,128Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 950M,No Os,2.69Kg,889.0
248,Dell,Inspiron 5577,Gaming,15.6,Full Hd 1920X1080,Intel Core I5 7300Hq 2.5Ghz,8Gb,256Gb Ssd,Nvidia Geforce Gtx 1050,Windows 10,2.56Kg,879.0
249,Lenovo,Yoga 910-13Ikb,2 In 1 Convertible,13.9,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 7500U 2.7Ghz,8Gb,256Gb Ssd,Intel Hd Graphics 620,Windows 10,1.38Kg,1079.0
250,Dell,Inspiron 5570,Notebook,15.6,Full Hd 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,128Gb Ssd +  2Tb Hdd,Amd Radeon 530,Windows 10,2.2Kg,985.0
251,Hp,15-Bs015Dx (I5-7200U/8Gb/1Tb/W10),Notebook,15.6,Touchscreen 1366X768,Intel Core I5 7200U 2.5Ghz,8Gb,1Tb Hdd,Intel Hd Graphics 620,Windows 10,2.04Kg,559.0
252,Asus,Rog G701Vik-Ba060T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7820Hk 2.9Ghz,16Gb,256Gb Ssd,Nvidia Geforce Gtx 1080,Windows 10,3.6Kg,2999.0
253,Hp,Probook 430,Notebook,13.3,Ips Panel Full Hd 1920X1080,Intel Core I5 8250U 1.6Ghz,4Gb,500Gb Hdd,Intel Uhd Graphics 620,Windows 10,1.49Kg,675.0
254,Apple,Macbook Pro,Ultrabook,13.3,Ips Panel Retina Display 2560X1600,Intel Core I5 3.1Ghz,8Gb,512Gb Ssd,Intel Iris Plus Graphics 650,Macos,1.37Kg,2040.0
255,Dell,Inspiron 5579,2 In 1 Convertible,15.6,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,1Tb Hdd,Intel Uhd Graphics 620,Windows 10,2.08Kg,819.0
256,Asus,Rog G752Vsk-Gc493T,Gaming,17.3,Full Hd 1920X1080,Intel Core I7 7700Hq 2.8Ghz,16Gb,256Gb Ssd +  1Tb Hdd,Nvidia Geforce Gtx 980M,Windows 10,4.3Kg,1799.0
257,Asus,X505Bp-Br019T (A9-9420/4Gb/1Tb/Radeon,Notebook,15.6,1366X768,Amd A9-Series 9420 3Ghz,4Gb,1Tb Hdd,Amd Radeon R5 M420,Windows 10,1.68Kg,469.0
258,Lenovo,Yoga 920-13Ikb,2 In 1 Convertible,13.9,Ips Panel Full Hd / Touchscreen 1920X1080,Intel Core I7 8550U 1.8Ghz,8Gb,512Gb Ssd,Intel Uhd Graphics 620,Windows 10,1.37Kg,1849.0
259,Acer,Aspire 5,Notebook,17.3,Ips Panel Full Hd 1920X1080,Intel Core I3 7130U 2.7Ghz,4Gb,256Gb Ssd,Nvidia Geforce Mx130,Windows 10,3Kg,702.0
